"Index","Name","Url","FinalGrade","FunctionalClass","ResultTiles","TestedCategory","NetworkClass1","Status1","NetworkClass2","Status2","FinalUrl","Error"
"182","鼠绘漫画","https://www.ishuhui.com/comics","失效","SkippedNetwork","0","全部","Dead","","Dead","","https://www.ishuhui.com/comics","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"183","漫画Love","http://vip.php06.com","部分可用","NoResultsOrError","0","热血","Reachable","200","Reachable","200","http://vip.php06.com/",""
"184","漫画Love（PC）","http://www.php06.com","部分可用","NoResultsOrError","0","更新","Reachable","200","Reachable","200","http://www.php06.com/",""
"185","新漫画","https://xapi.xinmanhua.net","失效","NotTestedNoCategory","0","","Dead","","Dead","","https://xapi.xinmanhua.net","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"186","漫画铺（PC）","https://www.manhuapu.com","部分可用","NoResultsOrError","0","少年热血","Blocked","","Dead","","https://www.manhuapu.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"187","草蜢漫画","http://www.caomengcc.com","部分可用","NoResultsOrError","0","少女漫画","Reachable","200","Reachable","200","http://www.caomengcc.com/",""
"188","178漫画","http://178mh.com","部分可用","NoResultsOrError","0","热血","Blocked","","Dead","","http://178mh.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: The operation was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: The operation was canceled.
 ---> System.IO"
"189","漫画哥","https://m.manhuag.com","部分可用","NoResultsOrError","0","点击榜","Reachable","200","Reachable","200","https://m.manhuag.com/",""
"190","正规漫画","http://mh-zg.7qh.net","失效","NoResultsOrError","0","耽美","Dead","","Dead","","http://mh-zg.7qh.net","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: A task was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   at System.Threading.Tasks."
"191","好通漫","http://haotoon.com.cn","部分可用","NoResultsOrError","0","最新","Reachable","200","Reachable","200","http://haotoon.com.cn/",""
"192","黑白漫话","http://m.heibaimanhua.com","部分可用","NoResultsOrError","0","搞笑","Blocked","","Dead","","http://m.heibaimanhua.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: The operation was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: The operation was canceled.
 ---> System.IO"
"193","漫本","http://www.manben.com","部分可用","NotTestedNoCategory","0","","Reachable","200","Reachable","200","https://www.manben.com/",""
"194","517漫画","http://m.517mh.net","失效","NotTestedNoCategory","0","","Dead","","Dead","","http://m.517mh.net","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: The operation was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: The operation was canceled.
 ---> System.IO"
"195","看漫画","https://m.kanman.com","失效","SkippedNetwork","0","全部·人气","Dead","","Dead","","https://m.kanman.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"196","大树漫画","https://www.dashumanhua.com","部分可用","NoResultsOrError","0","最新更新","Reachable","200","Reachable","200","https://www.dashumanhua.com/",""
"197","欢乐漫画","https://m.0a1t.com","失效","SkippedNetwork","0","最新更新","Dead","","Dead","","https://m.0a1t.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: A task was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   at System.Threading.Tasks."
"198","本子漫画","https://www.399bz.com","失效","SkippedNetwork","0","人气","Dead","","Dead","","https://www.399bz.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"199","滴滴漫画网","http://txydd.com","部分可用","NoResultsOrError","0","连载中","Reachable","200","Reachable","200","http://txydd.com/",""
"200","漫画楼","https://www.manhualou.com","失效","SkippedNetwork","0","全部","Dead","","Dead","","https://www.manhualou.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"201","147漫画","https://m.xmh124.com","失效","SkippedNetwork","0","更新","Dead","","Dead","","https://m.xmh124.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"202","58漫画","https://m.58puxin.com","失效","NoResultsOrError","0","最新更新","Dead","","Dead","","https://m.58puxin.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: A task was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   at System.Threading.Tasks."
"203","催漫漫画","http://www.cuimanhua.com","部分可用","NoResultsOrError","0","今日更新","Reachable","200","Dead","","http://www.cuimanhua.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"204","天天看漫画","https://www.ttkmh.com","可用","BrowseWorks","20","最新更新","Reachable","200","Reachable","200","https://www.ttkmh.com/",""
"205","呆哥哥","https://www.daigege.com","失效","SkippedNetwork","0","更新","Dead","","Dead","","https://www.daigege.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"206","来漫画","https://m.comemh8.com","部分可用","NotTestedNoCategory","0","","Reachable","200","Reachable","200","https://m.comemh8.com/",""
"207","来漫画（PC）","https://www.laimanhua88.com","可用","BrowseWorks","20","少年热血","Reachable","200","Reachable","200","https://m.laimanhua88.com/",""
"208","来漫画网","https://m.laimanhua.org","可用","BrowseWorks","20","首页","Reachable","200","Reachable","200","https://m.laimanhua.org/",""
"209","L漫画","https://lmanhua.com","可用","BrowseWorks","20","最新更新","Reachable","200","Reachable","200","https://lmanhua.com/",""
"210","嬉皮漫画","https://m.hipmh.com","可用","BrowseWorks","18","推荐","Reachable","200","Reachable","200","https://m.hipmh.com/",""
"211","崩坏3漫画","https://comic.bh3.com","失效","NotTestedNoCategory","0","","Dead","","Dead","","https://comic.bh3.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"212","泰拉记事社","https://terra-historicus.hypergryph.com","可用","BrowseWorks","20","漫画","Dead","","Dead","","https://terra-historicus.hypergryph.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"213","百合会","https://www.yamibo.com","可用","BrowseWorks","20","最新漫画","Reachable","200","Reachable","200","https://www.yamibo.com/site/novel",""
"214","龙王传说","https://www.longwangchuanshuo.com","可用","BrowseWorks","20","漫画","Blocked","403","Blocked","403","https://www.longwangchuanshuo.com/",""
"215","追书大师漫画","https://www.zhuishudashi.net","失效","NoResultsOrError","0","本日榜","Dead","","Dead","","https://www.zhuishudashi.net","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: A task was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   at System.Threading.Tasks."
"216","漫外音","http://m.manwaiyin.com","部分可用","NoResultsOrError","0","搞笑","Reachable","200","Reachable","200","http://m.manwaiyin.com/",""
"217","鬼萝莉漫画","http://www.gllmh.com","部分可用","NoResultsOrError","0","惊奇手札","Reachable","200","Reachable","200","http://www.gllmh.com/",""
"218","僵尸王漫画","http://www.jswvip.net","部分可用","NoResultsOrError","0","恐怖漫画","Reachable","200","Reachable","200","http://www.jswvip.net/",""
"219","魔趣阁","https://m.moquge.com","失效","SkippedNetwork","0","首页","Dead","","Dead","","https://m.moquge.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.Security.Authentication.AuthenticationException: Authentication failed because the remote party sent a TLS alert: 'InternalError'.
 ---> System.ComponentModel.Win32Exception (0x80090326): 接收到的消息异常，或"
"220","1359漫画（PC）","https://www.espipe.com","失效","SkippedNetwork","0","全部","Dead","","Dead","","https://www.espipe.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.Security.Authentication.AuthenticationException: Authentication failed because the remote party sent a TLS alert: 'InternalError'.
 ---> System.ComponentModel.Win32Exception (0x80090326): 接收到的消息异常，或"
"221","猪猪漫画","https://www.zhuzhumh.com","失效","SkippedNetwork","0","更新","Dead","521","Dead","521","https://www.zhuzhumh.com/",""
"222","118漫画","http://m.ccshwy.com","失效","SkippedNetwork","0","连载中","Dead","","Dead","","http://m.ccshwy.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"223","118漫画（PC）","http://www.ccshwy.com","失效","SkippedNetwork","0","全部","Dead","","Dead","","http://www.ccshwy.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"224","动漫啦","http://www.dongman.la","可用","BrowseWorks","20","完结","Reachable","200","Reachable","200","http://www.dongman.la/",""
"225","冷月漫画","http://9000w.com","部分可用","NoResultsOrError","0","全部","Blocked","","Blocked","","http://9000w.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""An error occurred while sending the request.""
 ---> System.Net.Http.HttpRequestException: An error occurred while sending the request.
 ---> System.Net.Http.HttpIOException: The response ended prematurely. (ResponseEnded)
   at System.Net.Http.HttpConnection.SendAsync(HttpRequestMessage request, Boolean async, CancellationToken cancellationToken)
   --- End of inner exception stack tr"
"226","学外漫画","https://www.xuewailx.com","部分可用","NoResultsOrError","0","全部","Reachable","200","Reachable","200","https://www.xuewailx.com/",""
"227","BuffACG漫画","https://www.51hman.com","部分可用","NoResultsOrError","0","全部","Reachable","200","Reachable","200","https://www.51hman.com/",""
"228","得意漫画","https://mh.dymanhua.com","失效","SkippedNetwork","0","最新更新","Dead","","Dead","","https://mh.dymanhua.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"229","漫画456","https://m.manhua456.com","可用","BrowseWorks","20","最新更新","Reachable","200","Reachable","200","https://m.manhua456.com/",""
"230","258漫画","http://m.wnixk.com","部分可用","NoResultsOrError","0","更新","Reachable","200","Reachable","200","http://m.wnixk.com/",""
"231","258漫画（PC）","https://www.wnixk.com","失效","SkippedNetwork","0","最新更新","Dead","","Dead","","https://www.wnixk.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"232","1316漫画","https://m.mm1316.com","部分可用","NoResultsOrError","0","更新","Dead","","Blocked","403","https://m.mm1316.com/","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"233","木马动漫","https://omyschool.com","部分可用","NotTestedNoCategory","0","","Reachable","200","Reachable","200","https://omyschool.com/",""
"234","漫画牛","https://www.manhua666.cc","可用","BrowseWorks","6","首页","Reachable","200","Reachable","200","https://www.manhua666.cc/",""
"235","武侠漫画","https://m.wuxiamh.com","失效","SkippedNetwork","0","最新更新","Dead","","Dead","","https://m.wuxiamh.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"236","漫画台","https://m.manhuatai.com","失效","NotTestedNoCategory","0","","Dead","","Dead","","https://m.manhuatai.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"237","神漫画","https://m.taomanhua.com","失效","SkippedNetwork","0","每日更新","Dead","","Dead","","https://m.taomanhua.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"238","神漫画（APP）","https://getconfig-globalapi.yyhao.com","失效","SkippedNetwork","0","热度","Dead","","Dead","","https://getconfig-globalapi.yyhao.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"239","爱优漫","https://m.iyouman.com","失效","SkippedNetwork","0","人气","Dead","","Dead","","https://m.iyouman.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"240","爱优漫（APP）","https://getconfig-globalapi.yyhao.com","可用","BrowseWorks","20","人气","Dead","","Dead","","https://getconfig-globalapi.yyhao.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"241","漫画码","https://m.manhuama.com","失效","NoResultsOrError","0","人气","Blocked","","Blocked","","https://m.manhuama.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""请求的名称有效，但是找不到请求的类型的数据。 (m.manhuama.com:443)""
 ---> System.Net.Http.HttpRequestException: 请求的名称有效，但是找不到请求的类型的数据。 (m.manhuama.com:443)
 ---> System.Net.Sockets.SocketException (11004): 请求的名称有效，但是找不到请求的类型的数据。
   at System.Net.Sockets.Socket.AwaitableSocketAsyncEventArgs.System.Threading.Tasks.Sources.IValueTaskSource.GetResult(Int16 token)
   at System.Net.Http.HttpConnectionPool.Connect"
"242","漫画码（PC）","https://www.manhuama.com","失效","NoResultsOrError","0","全部","Dead","","Dead","","https://www.manhuama.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"243","40漫画","https://www.40manhua.com","部分可用","NoResultsOrError","0","全部","Blocked","","Blocked","","https://www.40manhua.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""An error occurred while sending the request.""
 ---> System.Net.Http.HttpRequestException: An error occurred while sending the request.
 ---> System.Net.Http.HttpIOException: The response ended prematurely. (ResponseEnded)
   at System.Net.Http.HttpConnection.SendAsync(HttpRequestMessage request, Boolean async, CancellationToken cancellationToken)
   --- End of inner exception stack tr"
"244","漫客栈","https://www.mkzhan.com","可用","BrowseWorks","20","全部","Dead","","Dead","","https://www.mkzhan.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"245","知音漫客","https://m.zymk.cn","可用","BrowseWorks","16","热血","Dead","","Dead","","https://m.zymk.cn","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"246","知音漫客（APP）","https://m.zymk.cn","失效","SkippedNetwork","0","热血-更新","Dead","","Dead","","https://m.zymk.cn","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"247","咪咕动漫","https://m.migudm.cn","失效","SkippedNetwork","0","人气","Dead","","Dead","","https://m.migudm.cn","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"248","爱飒漫画","https://m.isamanhua.com","失效","SkippedNetwork","0","全部","Dead","","Dead","","https://m.isamanhua.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"249","爱飒漫画（PC）","https://www.isamanhua.com","失效","SkippedNetwork","0","全部","Dead","","Dead","","https://www.isamanhua.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"250","77动漫","https://m.77dmh.com","失效","SkippedNetwork","0","更新","Dead","","Dead","","https://m.77dmh.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
"251","漫画芯","https://m.mhxin.com","失效","SkippedNetwork","0","全部","Dead","","Dead","","https://m.mhxin.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.Security.Authentication.AuthenticationException: Authentication failed because the remote party sent a TLS alert: 'InternalError'.
 ---> System.ComponentModel.Win32Exception (0x80090326): 接收到的消息异常，或"
"252","爱米推漫画","https://m.imitui.com","失效","SkippedNetwork","0","全部","Dead","","Dead","","https://m.imitui.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: A task was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   at System.Threading.Tasks."
"253","爱米推漫画（PC）","https://www.imitui.com","失效","SkippedNetwork","0","最新更新","Dead","","Dead","","https://www.imitui.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.""
 ---> System.Threading.Tasks.TaskCanceledException: The request was canceled due to the configured HttpClient.Timeout of 10 seconds elapsing.
 ---> System.TimeoutException: A task was canceled.
 ---> System.Threading.Tasks.TaskCanceledException: A task was canceled.
   at System.Threading.Tasks."
"254","ACG和谐漫画","https://m.acgz1.com","失效","NoResultsOrError","0","人气排行","Dead","","Dead","","https://m.acgz1.com","System.Management.Automation.MethodInvocationException: Exception calling ""GetResult"" with ""0"" argument(s): ""The SSL connection could not be established, see inner exception.""
 ---> System.Net.Http.HttpRequestException: The SSL connection could not be established, see inner exception.
 ---> System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   a"
